Year,Country,Indicator,Category,Value
2003,Belgium,Same-day visitors (excursionists),Departures,0.0
2003,Bermuda,Overnights visitors (tourists),Departures,141.0
2003,Bermuda,Same-day visitors (excursionists),Departures,0.0
2003,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,304.0
2003,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2003,Brazil,Overnights visitors (tourists),Departures,3.229
2003,Brazil,Same-day visitors (excursionists),Departures,0.0
2003,Bulgaria,Overnights visitors (tourists),Departures,3.403
2003,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2003,Cambodia,Overnights visitors (tourists),Departures,60.0
2003,Cambodia,Same-day visitors (excursionists),Departures,0.0
2003,Canada,Overnights visitors (tourists),Departures,17.739
2003,Canada,Same-day visitors (excursionists),Departures,21.485
2003,Central African Republic,Overnights visitors (tourists),Departures,6.0
2003,Central African Republic,Same-day visitors (excursionists),Departures,0.0
2003,Chile,Overnights visitors (tourists),Departures,1.341
2003,Chile,Same-day visitors (excursionists),Departures,169.0
2003,China,Overnights visitors (tourists),Departures,20.222
2003,China,Same-day visitors (excursionists),Departures,0.0
2003,Colombia,Overnights visitors (tourists),Departures,1.177
2003,Colombia,Same-day visitors (excursionists),Departures,0.0
2003,Cook Islands,Overnights visitors (tourists),Departures,10.0
2003,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2003,Costa Rica,Overnights visitors (tourists),Departures,373.0
2003,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2003,Cuba,Overnights visitors (tourists),Departures,113.0
2003,Cuba,Same-day visitors (excursionists),Departures,0.0
2003,Czech Republic (Czechia),Overnights visitors (tourists),Departures,7.213
2003,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2003,Denmark,Overnights visitors (tourists),Departures,5.564
2003,Denmark,Same-day visitors (excursionists),Departures,0.0
2003,Dominican Republic,Overnights visitors (tourists),Departures,321.0
2003,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2003,Ecuador,Overnights visitors (tourists),Departures,613.0
2003,Ecuador,Same-day visitors (excursionists),Departures,0.0
2003,Egypt,Overnights visitors (tourists),Departures,3.644
2003,Egypt,Same-day visitors (excursionists),Departures,0.0
2003,Estonia,Overnights visitors (tourists),Departures,2.075
2003,Estonia,Same-day visitors (excursionists),Departures,0.0
2003,Fiji,Overnights visitors (tourists),Departures,104.0
2003,Fiji,Same-day visitors (excursionists),Departures,0.0
2003,Finland,Overnights visitors (tourists),Departures,5.585
2003,Finland,Same-day visitors (excursionists),Departures,0.0
2003,France,Overnights visitors (tourists),Departures,18.576
2003,France,Same-day visitors (excursionists),Departures,0.0
2003,Gabon,Overnights visitors (tourists),Departures,236.0
2003,Gabon,Same-day visitors (excursionists),Departures,0.0
2003,Germany,Overnights visitors (tourists),Departures,85.345
2003,Germany,Same-day visitors (excursionists),Departures,0.0
2003,Honduras,Overnights visitors (tourists),Departures,277.0
2003,Honduras,Same-day visitors (excursionists),Departures,0.0
2003,India,Overnights visitors (tourists),Departures,5.351
2003,India,Same-day visitors (excursionists),Departures,0.0
2003,Israel,Overnights visitors (tourists),Departures,3.299
2003,Israel,Same-day visitors (excursionists),Departures,0.0
2003,Italy,Overnights visitors (tourists),Departures,24.572
2003,Italy,Same-day visitors (excursionists),Departures,21.785
2003,Jordan,Overnights visitors (tourists),Departures,1.229
2003,Jordan,Same-day visitors (excursionists),Departures,0.0
2003,Kazakhstan,Overnights visitors (tourists),Departures,2.374
2003,Kazakhstan,Same-day visitors (excursionists),Departures,0.0
2003,Kuwait,Overnights visitors (tourists),Departures,1.774
2003,Kuwait,Same-day visitors (excursionists),Departures,0.0
2003,Kyrgyzstan,Overnights visitors (tourists),Departures,116.0
2003,Kyrgyzstan,Same-day visitors (excursionists),Departures,0.0
2003,Lithuania,Overnights visitors (tourists),Departures,3.502
2003,Lithuania,Same-day visitors (excursionists),Departures,0.0
2003,Luxembourg,Overnights visitors (tourists),Departures,1.021
2003,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2003,Maldives,Overnights visitors (tourists),Departures,44.0
2003,Maldives,Same-day visitors (excursionists),Departures,0.0
2003,Malta,Overnights visitors (tourists),Departures,174.0
2003,Malta,Same-day visitors (excursionists),Departures,0.0
2003,Mauritius,Overnights visitors (tourists),Departures,161.0
2003,Mauritius,Same-day visitors (excursionists),Departures,0.0
2003,Mexico,Overnights visitors (tourists),Departures,11.044
2003,Mexico,Same-day visitors (excursionists),Departures,111.971
2003,"Moldova, Republic Of",Overnights visitors (tourists),Departures,67.0
2003,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2003,Morocco,Overnights visitors (tourists),Departures,1.612
2003,Morocco,Same-day visitors (excursionists),Departures,0.0
2003,Nepal,Overnights visitors (tourists),Departures,258.0
2003,Nepal,Same-day visitors (excursionists),Departures,0.0
2003,Netherlands,Overnights visitors (tourists),Departures,16.425
2003,Netherlands,Same-day visitors (excursionists),Departures,0.0
2003,New Caledonia,Overnights visitors (tourists),Departures,78.0
2003,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2003,New Zealand,Overnights visitors (tourists),Departures,1.374
2003,New Zealand,Same-day visitors (excursionists),Departures,0.0
2003,Nicaragua,Overnights visitors (tourists),Departures,562.0
2003,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2003,Niue,Overnights visitors (tourists),Departures,1.0
2003,Niue,Same-day visitors (excursionists),Departures,0.0
2003,Norway,Overnights visitors (tourists),Departures,2.588
2003,Norway,Same-day visitors (excursionists),Departures,0.0
2003,Panama,Overnights visitors (tourists),Departures,227.0
2003,Panama,Same-day visitors (excursionists),Departures,0.0
2003,Paraguay,Overnights visitors (tourists),Departures,153.0
2003,Paraguay,Same-day visitors (excursionists),Departures,0.0
2003,Peru,Overnights visitors (tourists),Departures,1.392
2003,Peru,Same-day visitors (excursionists),Departures,0.0
2003,Philippines,Overnights visitors (tourists),Departures,1.803
2003,Philippines,Same-day visitors (excursionists),Departures,0.0
2003,Puerto Rico,Overnights visitors (tourists),Departures,1.272
2003,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2003,Samoa,Overnights visitors (tourists),Departures,51.0
2003,Samoa,Same-day visitors (excursionists),Departures,0.0
2003,Saudi Arabia,Overnights visitors (tourists),Departures,4.104
2003,Saudi Arabia,Same-day visitors (excursionists),Departures,0.0
2003,Seychelles,Overnights visitors (tourists),Departures,50.0
2003,Seychelles,Same-day visitors (excursionists),Departures,0.0
2003,Sierra Leone,Overnights visitors (tourists),Departures,13.0
2003,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2003,Singapore,Overnights visitors (tourists),Departures,4.221
2003,Singapore,Same-day visitors (excursionists),Departures,0.0
2003,Slovenia,Overnights visitors (tourists),Departures,2.114
2003,Slovenia,Same-day visitors (excursionists),Departures,0.0
2003,Sri Lanka,Overnights visitors (tourists),Departures,561.0
2003,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2003,Sweden,Overnights visitors (tourists),Departures,12.649
2003,Sweden,Same-day visitors (excursionists),Departures,0.0
2003,Switzerland,Overnights visitors (tourists),Departures,8.774
2003,Switzerland,Same-day visitors (excursionists),Departures,6.202
2003,Syrian Arab Republic,Overnights visitors (tourists),Departures,3.997
2003,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2003,Thailand,Overnights visitors (tourists),Departures,2.152
2003,Thailand,Same-day visitors (excursionists),Departures,0.0
2003,Tunisia,Overnights visitors (tourists),Departures,2.274
2003,Tunisia,Same-day visitors (excursionists),Departures,0.0
2003,Turkmenistan,Overnights visitors (tourists),Departures,34.0
2003,Turkmenistan,Same-day visitors (excursionists),Departures,0.0
2003,Tuvalu,Overnights visitors (tourists),Departures,2.0
2003,Tuvalu,Same-day visitors (excursionists),Departures,0.0
2003,Türkiye,Overnights visitors (tourists),Departures,5.928
2003,Türkiye,Same-day visitors (excursionists),Departures,0.0
2003,Uganda,Overnights visitors (tourists),Departures,189.0
2003,Uganda,Same-day visitors (excursionists),Departures,0.0
2003,Ukraine,Overnights visitors (tourists),Departures,14.795
2003,Ukraine,Same-day visitors (excursionists),Departures,0.0
2003,United States Of America,Overnights visitors (tourists),Departures,56.25
2003,United States Of America,Same-day visitors (excursionists),Departures,19.63
2003,Uruguay,Overnights visitors (tourists),Departures,495.0
2003,Uruguay,Same-day visitors (excursionists),Departures,0.0
2003,Vanuatu,Overnights visitors (tourists),Departures,12.0
2003,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2003,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,832.0
2003,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2003,Zimbabwe,Overnights visitors (tourists),Departures,386.0
2003,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2004,Algeria,Overnights visitors (tourists),Departures,1.417
2004,Algeria,Same-day visitors (excursionists),Departures,0.0
2004,Argentina,Overnights visitors (tourists),Departures,3.904
2004,Argentina,Same-day visitors (excursionists),Departures,532.0
2004,Armenia,Overnights visitors (tourists),Departures,221.0
2004,Armenia,Same-day visitors (excursionists),Departures,0.0
2004,Austria,Overnights visitors (tourists),Departures,8.371
2004,Austria,Same-day visitors (excursionists),Departures,0.0
2004,Bangladesh,Overnights visitors (tourists),Departures,1.565
2004,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2004,Belarus,Overnights visitors (tourists),Departures,515.0
2004,Belarus,Same-day visitors (excursionists),Departures,0.0
2004,Belgium,Overnights visitors (tourists),Departures,8.783
2004,Belgium,Same-day visitors (excursionists),Departures,0.0
2004,Bermuda,Overnights visitors (tourists),Departures,156.0
2004,Bermuda,Same-day visitors (excursionists),Departures,0.0
2004,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,346.0
2004,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2004,Brazil,Overnights visitors (tourists),Departures,2.968
2004,Brazil,Same-day visitors (excursionists),Departures,0.0
2004,Bulgaria,Overnights visitors (tourists),Departures,3.882
2004,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2004,Cambodia,Overnights visitors (tourists),Departures,239.0
2004,Cambodia,Same-day visitors (excursionists),Departures,0.0
2004,Canada,Overnights visitors (tourists),Departures,19.596
2004,Canada,Same-day visitors (excursionists),Departures,22.191
2004,Central African Republic,Overnights visitors (tourists),Departures,7.0
2004,Central African Republic,Same-day visitors (excursionists),Departures,0.0
2004,Chile,Overnights visitors (tourists),Departures,1.504
2004,Chile,Same-day visitors (excursionists),Departures,222.0
2004,China,Overnights visitors (tourists),Departures,28.853
2004,China,Same-day visitors (excursionists),Departures,0.0
2004,Colombia,Overnights visitors (tourists),Departures,1.405
2004,Colombia,Same-day visitors (excursionists),Departures,0.0
2004,Cook Islands,Overnights visitors (tourists),Departures,12.0
2004,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2004,Costa Rica,Overnights visitors (tourists),Departures,425.0
2004,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2004,Cuba,Overnights visitors (tourists),Departures,124.0
2004,Cuba,Same-day visitors (excursionists),Departures,0.0
2004,Czech Republic (Czechia),Overnights visitors (tourists),Departures,6.643
2004,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2004,Denmark,Overnights visitors (tourists),Departures,4.63
2004,Denmark,Same-day visitors (excursionists),Departures,0.0
2004,Dominican Republic,Overnights visitors (tourists),Departures,368.0
2004,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2004,Ecuador,Overnights visitors (tourists),Departures,603.0
2004,Ecuador,Same-day visitors (excursionists),Departures,0.0
2004,Egypt,Overnights visitors (tourists),Departures,5.21
2004,Egypt,Same-day visitors (excursionists),Departures,0.0
2004,Fiji,Overnights visitors (tourists),Departures,94.0
2004,Fiji,Same-day visitors (excursionists),Departures,0.0
2004,Finland,Overnights visitors (tourists),Departures,5.798
2004,Finland,Same-day visitors (excursionists),Departures,0.0
2004,France,Overnights visitors (tourists),Departures,21.131
2004,France,Same-day visitors (excursionists),Departures,0.0
2004,Georgia,Overnights visitors (tourists),Departures,466.0
2004,Georgia,Same-day visitors (excursionists),Departures,0.0
2004,Germany,Overnights visitors (tourists),Departures,84.859
2004,Germany,Same-day visitors (excursionists),Departures,0.0
2004,Honduras,Overnights visitors (tourists),Departures,295.0
2004,Honduras,Same-day visitors (excursionists),Departures,0.0
2004,India,Overnights visitors (tourists),Departures,6.213
2004,India,Same-day visitors (excursionists),Departures,0.0
2004,Israel,Overnights visitors (tourists),Departures,3.614
2004,Israel,Same-day visitors (excursionists),Departures,0.0
2004,Italy,Overnights visitors (tourists),Departures,21.557
2004,Italy,Same-day visitors (excursionists),Departures,18.843
2004,Jordan,Overnights visitors (tourists),Departures,1.42
2004,Jordan,Same-day visitors (excursionists),Departures,0.0
2004,Kazakhstan,Overnights visitors (tourists),Departures,3.915
2004,Kazakhstan,Same-day visitors (excursionists),Departures,0.0
2004,Kuwait,Overnights visitors (tourists),Departures,1.928
2004,Kuwait,Same-day visitors (excursionists),Departures,0.0
2004,Kyrgyzstan,Overnights visitors (tourists),Departures,239.0
2004,Kyrgyzstan,Same-day visitors (excursionists),Departures,0.0
2004,Luxembourg,Overnights visitors (tourists),Departures,1.1
2004,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2004,Maldives,Overnights visitors (tourists),Departures,61.0
2004,Maldives,Same-day visitors (excursionists),Departures,0.0
2004,Malta,Overnights visitors (tourists),Departures,203.0
2004,Malta,Same-day visitors (excursionists),Departures,0.0
2004,Mauritius,Overnights visitors (tourists),Departures,180.0
2004,Mauritius,Same-day visitors (excursionists),Departures,0.0
2004,Mexico,Overnights visitors (tourists),Departures,12.494
2004,Mexico,Same-day visitors (excursionists),Departures,116.409
2004,"Moldova, Republic Of",Overnights visitors (tourists),Departures,68.0
2004,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2004,Morocco,Overnights visitors (tourists),Departures,1.603
2004,Morocco,Same-day visitors (excursionists),Departures,0.0
2004,Nepal,Overnights visitors (tourists),Departures,286.0
2004,Nepal,Same-day visitors (excursionists),Departures,0.0
2004,Netherlands,Overnights visitors (tourists),Departures,17.13
2004,Netherlands,Same-day visitors (excursionists),Departures,0.0
2004,New Caledonia,Overnights visitors (tourists),Departures,89.0
2004,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2004,New Zealand,Overnights visitors (tourists),Departures,1.733
2004,New Zealand,Same-day visitors (excursionists),Departures,0.0
2004,Nicaragua,Overnights visitors (tourists),Departures,701.0
2004,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2004,Niue,Overnights visitors (tourists),Departures,1.0
2004,Niue,Same-day visitors (excursionists),Departures,0.0
2004,Norway,Overnights visitors (tourists),Departures,2.96
2004,Norway,Same-day visitors (excursionists),Departures,0.0
2004,Panama,Overnights visitors (tourists),Departures,256.0
2004,Panama,Same-day visitors (excursionists),Departures,0.0
2004,Paraguay,Overnights visitors (tourists),Departures,170.0
2004,Paraguay,Same-day visitors (excursionists),Departures,0.0
2004,Peru,Overnights visitors (tourists),Departures,1.635
2004,Peru,Same-day visitors (excursionists),Departures,0.0
2004,Philippines,Overnights visitors (tourists),Departures,1.92
2004,Philippines,Same-day visitors (excursionists),Departures,0.0
2004,Puerto Rico,Overnights visitors (tourists),Departures,1.361
2004,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2004,Samoa,Overnights visitors (tourists),Departures,54.0
2004,Samoa,Same-day visitors (excursionists),Departures,0.0
2004,Saudi Arabia,Overnights visitors (tourists),Departures,3.811
2004,Saudi Arabia,Same-day visitors (excursionists),Departures,423.0
2004,Seychelles,Overnights visitors (tourists),Departures,48.0
2004,Seychelles,Same-day visitors (excursionists),Departures,0.0
2004,Sierra Leone,Overnights visitors (tourists),Departures,28.0
2004,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2004,Singapore,Overnights visitors (tourists),Departures,5.165
2004,Singapore,Same-day visitors (excursionists),Departures,0.0
2004,Slovenia,Overnights visitors (tourists),Departures,2.8
2004,Slovenia,Same-day visitors (excursionists),Departures,0.0
2004,Sri Lanka,Overnights visitors (tourists),Departures,680.0
2004,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2004,Sweden,Overnights visitors (tourists),Departures,13.95
2004,Sweden,Same-day visitors (excursionists),Departures,0.0
2004,Syrian Arab Republic,Overnights visitors (tourists),Departures,4.309
2004,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2004,Thailand,Overnights visitors (tourists),Departures,2.709
2004,Thailand,Same-day visitors (excursionists),Departures,0.0
2004,Tunisia,Overnights visitors (tourists),Departures,2.312
2004,Tunisia,Same-day visitors (excursionists),Departures,0.0
2004,Turkmenistan,Overnights visitors (tourists),Departures,32.0
2004,Turkmenistan,Same-day visitors (excursionists),Departures,0.0
2004,Tuvalu,Overnights visitors (tourists),Departures,2.0
2004,Tuvalu,Same-day visitors (excursionists),Departures,0.0
2004,Türkiye,Overnights visitors (tourists),Departures,7.299
2004,Türkiye,Same-day visitors (excursionists),Departures,0.0
2004,Uganda,Overnights visitors (tourists),Departures,231.0
2004,Uganda,Same-day visitors (excursionists),Departures,0.0
2004,Ukraine,Overnights visitors (tourists),Departures,15.588
2004,Ukraine,Same-day visitors (excursionists),Departures,0.0
2004,United States Of America,Overnights visitors (tourists),Departures,61.809
2004,United States Of America,Same-day visitors (excursionists),Departures,17.846
2004,Uruguay,Overnights visitors (tourists),Departures,569.0
2004,Uruguay,Same-day visitors (excursionists),Departures,0.0
2004,Vanuatu,Overnights visitors (tourists),Departures,13.0
2004,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2004,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,816.0
2004,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2004,Zimbabwe,Overnights visitors (tourists),Departures,498.0
2004,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2005,Algeria,Overnights visitors (tourists),Departures,1.513
2005,Algeria,Same-day visitors (excursionists),Departures,0.0
2005,Argentina,Overnights visitors (tourists),Departures,3.894
2005,Argentina,Same-day visitors (excursionists),Departures,587.0
2005,Armenia,Overnights visitors (tourists),Departures,269.0
2005,Armenia,Same-day visitors (excursionists),Departures,0.0
2005,Austria,Overnights visitors (tourists),Departures,8.206
2005,Austria,Same-day visitors (excursionists),Departures,0.0
2005,Azerbaijan,Overnights visitors (tourists),Departures,887.0
2005,Azerbaijan,Same-day visitors (excursionists),Departures,943.0
2005,Bangladesh,Overnights visitors (tourists),Departures,1.767
2005,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2005,Belarus,Overnights visitors (tourists),Departures,572.0
2005,Belarus,Same-day visitors (excursionists),Departures,0.0
2005,Belgium,Overnights visitors (tourists),Departures,9.327
2005,Belgium,Same-day visitors (excursionists),Departures,0.0
2005,Bermuda,Overnights visitors (tourists),Departures,161.0
2005,Bermuda,Same-day visitors (excursionists),Departures,0.0
2005,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,386.0
2005,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2005,Brazil,Overnights visitors (tourists),Departures,3.364
2005,Brazil,Same-day visitors (excursionists),Departures,0.0
2005,Bulgaria,Overnights visitors (tourists),Departures,4.235
2005,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2005,Cambodia,Overnights visitors (tourists),Departures,568.0
2005,Cambodia,Same-day visitors (excursionists),Departures,0.0
2005,Canada,Overnights visitors (tourists),Departures,21.099
2005,Canada,Same-day visitors (excursionists),Departures,22.932
2005,Central African Republic,Overnights visitors (tourists),Departures,8.0
2005,Central African Republic,Same-day visitors (excursionists),Departures,0.0
2005,Chile,Overnights visitors (tourists),Departures,1.725
2005,Chile,Same-day visitors (excursionists),Departures,305.0
2005,China,Overnights visitors (tourists),Departures,31.026
2005,China,Same-day visitors (excursionists),Departures,0.0
2005,Colombia,Overnights visitors (tourists),Departures,1.553
2005,Colombia,Same-day visitors (excursionists),Departures,0.0
2005,Cook Islands,Overnights visitors (tourists),Departures,13.0
2005,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2005,Costa Rica,Overnights visitors (tourists),Departures,487.0
2005,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2005,Cuba,Overnights visitors (tourists),Departures,162.0
2005,Cuba,Same-day visitors (excursionists),Departures,0.0
2005,Czech Republic (Czechia),Overnights visitors (tourists),Departures,6.963
2005,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2005,Denmark,Overnights visitors (tourists),Departures,5.469
2005,Denmark,Same-day visitors (excursionists),Departures,0.0
2005,Dominican Republic,Overnights visitors (tourists),Departures,419.0
2005,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2005,Ecuador,Overnights visitors (tourists),Departures,664.0
2005,Ecuador,Same-day visitors (excursionists),Departures,0.0
2005,Egypt,Overnights visitors (tourists),Departures,5.307
2005,Egypt,Same-day visitors (excursionists),Departures,0.0
2005,Eswatini,Overnights visitors (tourists),Departures,1.082
2005,Eswatini,Same-day visitors (excursionists),Departures,0.0
2005,Fiji,Overnights visitors (tourists),Departures,109.0
2005,Fiji,Same-day visitors (excursionists),Departures,0.0
2005,Finland,Overnights visitors (tourists),Departures,5.902
2005,Finland,Same-day visitors (excursionists),Departures,766.0
2005,France,Overnights visitors (tourists),Departures,22.48
2005,France,Same-day visitors (excursionists),Departures,0.0
2005,Gambia,Overnights visitors (tourists),Departures,387.0
2005,Gambia,Same-day visitors (excursionists),Departures,0.0
2005,Georgia,Overnights visitors (tourists),Departures,857.0
2005,Georgia,Same-day visitors (excursionists),Departures,0.0
2005,Germany,Overnights visitors (tourists),Departures,86.622
2005,Germany,Same-day visitors (excursionists),Departures,0.0
2005,Honduras,Overnights visitors (tourists),Departures,284.0
2005,Honduras,Same-day visitors (excursionists),Departures,0.0
2005,Hungary,Overnights visitors (tourists),Departures,6.994
2005,Hungary,Same-day visitors (excursionists),Departures,10.765
2005,Iceland,Overnights visitors (tourists),Departures,364.0
2005,Iceland,Same-day visitors (excursionists),Departures,0.0
2005,India,Overnights visitors (tourists),Departures,7.185
2005,India,Same-day visitors (excursionists),Departures,0.0
2005,Israel,Overnights visitors (tourists),Departures,3.687
2005,Israel,Same-day visitors (excursionists),Departures,0.0
2005,Italy,Overnights visitors (tourists),Departures,23.147
2005,Italy,Same-day visitors (excursionists),Departures,20.26
2005,Jordan,Overnights visitors (tourists),Departures,1.523
2005,Jordan,Same-day visitors (excursionists),Departures,0.0
2005,Kazakhstan,Overnights visitors (tourists),Departures,2.975
2005,Kazakhstan,Same-day visitors (excursionists),Departures,0.0
2005,Kuwait,Overnights visitors (tourists),Departures,2.173
2005,Kuwait,Same-day visitors (excursionists),Departures,0.0
2005,Kyrgyzstan,Overnights visitors (tourists),Departures,201.0
2005,Kyrgyzstan,Same-day visitors (excursionists),Departures,0.0
2005,Lithuania,Overnights visitors (tourists),Departures,1.633
2005,Lithuania,Same-day visitors (excursionists),Departures,0.0
2005,Luxembourg,Overnights visitors (tourists),Departures,1.185
2005,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2005,Maldives,Overnights visitors (tourists),Departures,77.0
2005,Maldives,Same-day visitors (excursionists),Departures,0.0
2005,Malta,Overnights visitors (tourists),Departures,225.0
2005,Malta,Same-day visitors (excursionists),Departures,0.0
2005,Mauritius,Overnights visitors (tourists),Departures,183.0
2005,Mauritius,Same-day visitors (excursionists),Departures,0.0
2005,Mexico,Overnights visitors (tourists),Departures,13.305
2005,Mexico,Same-day visitors (excursionists),Departures,115.087
2005,"Moldova, Republic Of",Overnights visitors (tourists),Departures,57.0
2005,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2005,Morocco,Overnights visitors (tourists),Departures,2.247
2005,Morocco,Same-day visitors (excursionists),Departures,0.0
2005,Nepal,Overnights visitors (tourists),Departures,373.0
2005,Nepal,Same-day visitors (excursionists),Departures,0.0
2005,Netherlands,Overnights visitors (tourists),Departures,17.039
2005,Netherlands,Same-day visitors (excursionists),Departures,0.0
2005,New Caledonia,Overnights visitors (tourists),Departures,96.0
2005,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2005,New Zealand,Overnights visitors (tourists),Departures,1.872
2005,New Zealand,Same-day visitors (excursionists),Departures,0.0
2005,Nicaragua,Overnights visitors (tourists),Departures,740.0
2005,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2005,Niue,Overnights visitors (tourists),Departures,1.0
2005,Niue,Same-day visitors (excursionists),Departures,0.0
2005,Norway,Overnights visitors (tourists),Departures,3.166
2005,Norway,Same-day visitors (excursionists),Departures,0.0
2005,Oman,Overnights visitors (tourists),Departures,2.018
2005,Oman,Same-day visitors (excursionists),Departures,478.0
2005,Panama,Overnights visitors (tourists),Departures,285.0
2005,Panama,Same-day visitors (excursionists),Departures,0.0
2005,Paraguay,Overnights visitors (tourists),Departures,188.0
2005,Paraguay,Same-day visitors (excursionists),Departures,0.0
2005,Peru,Overnights visitors (tourists),Departures,1.841
2005,Peru,Same-day visitors (excursionists),Departures,0.0
2005,Philippines,Overnights visitors (tourists),Departures,2.144
2005,Philippines,Same-day visitors (excursionists),Departures,0.0
2005,Poland,Overnights visitors (tourists),Departures,6.2
2005,Poland,Same-day visitors (excursionists),Departures,34.641
2005,Puerto Rico,Overnights visitors (tourists),Departures,1.41
2005,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2005,Samoa,Overnights visitors (tourists),Departures,52.0
2005,Samoa,Same-day visitors (excursionists),Departures,0.0
2005,Saudi Arabia,Overnights visitors (tourists),Departures,4.403
2005,Saudi Arabia,Same-day visitors (excursionists),Departures,606.0
2005,Seychelles,Overnights visitors (tourists),Departures,52.0
2005,Seychelles,Same-day visitors (excursionists),Departures,0.0
2005,Sierra Leone,Overnights visitors (tourists),Departures,63.0
2005,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2005,Singapore,Overnights visitors (tourists),Departures,5.159
2005,Singapore,Same-day visitors (excursionists),Departures,0.0
2005,Slovenia,Overnights visitors (tourists),Departures,2.66
2005,Slovenia,Same-day visitors (excursionists),Departures,4.076
2005,Sri Lanka,Overnights visitors (tourists),Departures,727.0
2005,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2005,Sweden,Overnights visitors (tourists),Departures,15.677
2005,Sweden,Same-day visitors (excursionists),Departures,0.0
2005,Syrian Arab Republic,Overnights visitors (tourists),Departures,4.564
2005,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2005,Thailand,Overnights visitors (tourists),Departures,3.047
2005,Thailand,Same-day visitors (excursionists),Departures,0.0
2005,Tunisia,Overnights visitors (tourists),Departures,2.241
2005,Tunisia,Same-day visitors (excursionists),Departures,0.0
2005,Turkmenistan,Overnights visitors (tourists),Departures,33.0
2005,Turkmenistan,Same-day visitors (excursionists),Departures,0.0
2005,Tuvalu,Overnights visitors (tourists),Departures,2.0
2005,Tuvalu,Same-day visitors (excursionists),Departures,0.0
2005,Türkiye,Overnights visitors (tourists),Departures,8.246
2005,Türkiye,Same-day visitors (excursionists),Departures,0.0
2005,Uganda,Overnights visitors (tourists),Departures,189.0
2005,Uganda,Same-day visitors (excursionists),Departures,0.0
2005,Ukraine,Overnights visitors (tourists),Departures,16.454
2005,Ukraine,Same-day visitors (excursionists),Departures,0.0
2005,United States Of America,Overnights visitors (tourists),Departures,63.503
2005,United States Of America,Same-day visitors (excursionists),Departures,15.712
2005,Uruguay,Overnights visitors (tourists),Departures,658.0
2005,Uruguay,Same-day visitors (excursionists),Departures,0.0
2005,Vanuatu,Overnights visitors (tourists),Departures,14.0
