date,document_count,unique_topics,unique_languages,sentiment,date_str
2024-09-07,183,35,11,positivo,2024-09-07
2024-09-08,107,46,5,negativo,2024-09-08
2024-09-08,373,123,9,neutro,2024-09-08
2024-09-08,227,34,11,positivo,2024-09-08
2024-09-09,130,49,6,negativo,2024-09-09
2024-09-09,188,33,10,positivo,2024-09-09
2024-09-09,357,122,6,neutro,2024-09-09
2024-09-10,99,42,5,negativo,2024-09-10
2024-09-10,368,125,5,neutro,2024-09-10
2024-09-10,188,38,7,positivo,2024-09-10
2024-09-11,377,124,6,neutro,2024-09-11
2024-09-11,224,29,9,positivo,2024-09-11
2024-09-11,96,37,5,negativo,2024-09-11
2024-09-12,376,127,6,neutro,2024-09-12
2024-09-12,113,49,5,negativo,2024-09-12
2024-09-12,188,31,9,positivo,2024-09-12
2024-09-13,108,49,4,negativo,2024-09-13
2024-09-13,407,124,7,neutro,2024-09-13
2024-09-13,213,36,8,positivo,2024-09-13
2024-09-14,399,128,6,neutro,2024-09-14
2024-09-14,110,41,4,negativo,2024-09-14
2024-09-14,235,38,12,positivo,2024-09-14
2024-09-15,224,34,11,positivo,2024-09-15
2024-09-15,396,130,7,neutro,2024-09-15
2024-09-15,101,35,5,negativo,2024-09-15
2024-09-16,195,33,7,positivo,2024-09-16
2024-09-16,366,123,7,neutro,2024-09-16
2024-09-16,126,44,3,negativo,2024-09-16
2024-09-17,110,39,5,negativo,2024-09-17
2024-09-17,234,32,7,positivo,2024-09-17
2024-09-17,435,128,5,neutro,2024-09-17
2024-09-18,99,37,7,negativo,2024-09-18
2024-09-18,423,132,7,neutro,2024-09-18
2024-09-18,260,36,11,positivo,2024-09-18
2024-09-19,115,41,5,negativo,2024-09-19
2024-09-19,360,126,6,neutro,2024-09-19
2024-09-19,211,32,12,positivo,2024-09-19
2024-09-20,396,129,8,neutro,2024-09-20
2024-09-20,103,39,5,negativo,2024-09-20
2024-09-20,259,35,10,positivo,2024-09-20
2024-09-21,129,47,7,negativo,2024-09-21
2024-09-21,269,35,11,positivo,2024-09-21
2024-09-21,407,131,6,neutro,2024-09-21
2024-09-22,133,39,6,negativo,2024-09-22
2024-09-22,526,56,14,positivo,2024-09-22
2024-09-22,402,131,7,neutro,2024-09-22
2024-09-23,2866,81,12,positivo,2024-09-23
2024-09-23,175,45,6,negativo,2024-09-23
2024-09-23,407,130,6,neutro,2024-09-23
2024-09-24,405,122,6,neutro,2024-09-24
2024-09-24,1461,73,10,positivo,2024-09-24
2024-09-24,128,54,4,negativo,2024-09-24
2024-09-25,252,38,14,positivo,2024-09-25
2024-09-25,378,127,9,neutro,2024-09-25
2024-09-25,102,43,5,negativo,2024-09-25
2024-09-26,396,125,5,neutro,2024-09-26
2024-09-26,233,31,13,positivo,2024-09-26
2024-09-26,114,41,5,negativo,2024-09-26
2024-09-27,410,120,6,neutro,2024-09-27
2024-09-27,113,49,4,negativo,2024-09-27
2024-09-27,279,36,13,positivo,2024-09-27
2024-09-28,402,130,6,neutro,2024-09-28
2024-09-28,108,42,5,negativo,2024-09-28
2024-09-28,262,31,12,positivo,2024-09-28
2024-09-29,117,51,8,negativo,2024-09-29
2024-09-29,286,34,11,positivo,2024-09-29
2024-09-29,366,126,9,neutro,2024-09-29
2024-09-30,116,39,3,negativo,2024-09-30
2024-09-30,378,127,7,neutro,2024-09-30
2024-09-30,237,32,11,positivo,2024-09-30
2024-10-01,131,49,3,negativo,2024-10-01
2024-10-01,223,35,11,positivo,2024-10-01
2024-10-01,363,120,7,neutro,2024-10-01
2024-10-02,371,121,7,neutro,2024-10-02
2024-10-02,114,48,5,negativo,2024-10-02
2024-10-02,248,36,10,positivo,2024-10-02
2024-10-03,262,36,16,positivo,2024-10-03
2024-10-03,120,38,5,negativo,2024-10-03
2024-10-03,402,126,6,neutro,2024-10-03
2024-10-04,368,132,8,neutro,2024-10-04
2024-10-04,229,36,10,positivo,2024-10-04
2024-10-04,121,46,5,negativo,2024-10-04
2024-10-05,259,34,13,positivo,2024-10-05
2024-10-05,362,119,6,neutro,2024-10-05
2024-10-05,120,45,4,negativo,2024-10-05
2024-10-06,105,44,4,negativo,2024-10-06
2024-10-06,251,37,13,positivo,2024-10-06
2024-10-06,425,126,8,neutro,2024-10-06
2024-10-07,132,45,9,negativo,2024-10-07
2024-10-07,376,126,6,neutro,2024-10-07
2024-10-07,259,36,11,positivo,2024-10-07
2024-10-08,431,124,8,neutro,2024-10-08
2024-10-08,228,36,12,positivo,2024-10-08
2024-10-08,114,37,5,negativo,2024-10-08
2024-10-09,362,116,6,neutro,2024-10-09
2024-10-09,239,36,12,positivo,2024-10-09
2024-10-09,112,51,7,negativo,2024-10-09
2024-10-10,114,38,4,negativo,2024-10-10
2024-10-10,216,34,10,positivo,2024-10-10
2024-10-10,361,125,9,neutro,2024-10-10
2024-10-11,218,34,10,positivo,2024-10-11
2024-10-11,392,119,7,neutro,2024-10-11
2024-10-11,119,50,8,negativo,2024-10-11
2024-10-12,357,121,7,neutro,2024-10-12
2024-10-12,252,34,11,positivo,2024-10-12
2024-10-12,116,45,8,negativo,2024-10-12
2024-10-13,360,119,8,neutro,2024-10-13
2024-10-13,260,35,14,positivo,2024-10-13
2024-10-13,138,55,8,negativo,2024-10-13
2024-10-14,149,57,8,negativo,2024-10-14
2024-10-14,394,131,8,neutro,2024-10-14
2024-10-14,251,37,13,positivo,2024-10-14
2024-10-15,120,44,8,negativo,2024-10-15
2024-10-15,384,124,8,neutro,2024-10-15
2024-10-15,215,29,14,positivo,2024-10-15
2024-10-16,115,43,4,negativo,2024-10-16
2024-10-16,365,130,4,neutro,2024-10-16
2024-10-16,210,33,12,positivo,2024-10-16
2024-10-17,403,117,8,neutro,2024-10-17
2024-10-17,115,45,6,negativo,2024-10-17
2024-10-17,217,32,12,positivo,2024-10-17
2024-10-18,401,124,7,neutro,2024-10-18
2024-10-18,238,34,11,positivo,2024-10-18
2024-10-18,135,50,5,negativo,2024-10-18
2024-10-19,401,128,6,neutro,2024-10-19
2024-10-19,126,43,7,negativo,2024-10-19
2024-10-19,276,32,10,positivo,2024-10-19
2024-10-20,230,34,11,positivo,2024-10-20
2024-10-20,384,120,11,neutro,2024-10-20
2024-10-20,132,46,6,negativo,2024-10-20
2024-10-21,150,56,7,negativo,2024-10-21
2024-10-21,399,129,8,neutro,2024-10-21
2024-10-21,268,36,13,positivo,2024-10-21
2024-10-22,385,123,9,neutro,2024-10-22
2024-10-22,133,45,5,negativo,2024-10-22
2024-10-22,537,62,11,positivo,2024-10-22
2024-10-23,384,126,7,neutro,2024-10-23
2024-10-23,204,58,8,negativo,2024-10-23
2024-10-23,2465,83,10,positivo,2024-10-23
2024-10-24,396,129,8,neutro,2024-10-24
2024-10-24,165,60,9,negativo,2024-10-24
2024-10-24,1858,77,9,positivo,2024-10-24
2024-10-25,246,36,10,positivo,2024-10-25
2024-10-25,135,46,7,negativo,2024-10-25
2024-10-25,401,123,8,neutro,2024-10-25
2024-10-26,235,34,10,positivo,2024-10-26
2024-10-26,426,123,8,neutro,2024-10-26
2024-10-26,136,46,7,negativo,2024-10-26
2024-10-27,125,47,7,negativo,2024-10-27
2024-10-27,399,128,8,neutro,2024-10-27
2024-10-27,228,36,13,positivo,2024-10-27
2024-10-28,187,61,4,negativo,2024-10-28
2024-10-28,396,124,6,neutro,2024-10-28
2024-10-28,252,37,12,positivo,2024-10-28
2024-10-29,368,131,6,neutro,2024-10-29
2024-10-29,141,44,5,negativo,2024-10-29
2024-10-29,214,36,18,positivo,2024-10-29
2024-10-30,145,57,7,negativo,2024-10-30
2024-10-30,188,31,9,positivo,2024-10-30
2024-10-30,370,120,9,neutro,2024-10-30
2024-10-31,189,32,15,positivo,2024-10-31
2024-10-31,128,46,4,negativo,2024-10-31
2024-10-31,415,127,7,neutro,2024-10-31
2024-11-01,199,28,11,positivo,2024-11-01
2024-11-01,148,51,8,negativo,2024-11-01
2024-11-01,365,115,8,neutro,2024-11-01
2024-11-02,396,124,8,neutro,2024-11-02
2024-11-02,137,43,6,negativo,2024-11-02
2024-11-02,189,31,13,positivo,2024-11-02
2024-11-03,215,27,13,positivo,2024-11-03
2024-11-03,152,48,6,negativo,2024-11-03
2024-11-03,406,131,10,neutro,2024-11-03
2024-11-04,199,70,7,negativo,2024-11-04
2024-11-04,188,33,12,positivo,2024-11-04
2024-11-04,386,120,7,neutro,2024-11-04
2024-11-05,132,40,3,negativo,2024-11-05
2024-11-05,407,130,7,neutro,2024-11-05
2024-11-05,162,32,8,positivo,2024-11-05
2024-11-06,127,44,10,negativo,2024-11-06
2024-11-06,360,128,9,neutro,2024-11-06
2024-11-06,171,35,11,positivo,2024-11-06
2024-11-07,179,33,13,positivo,2024-11-07
2024-11-07,381,129,8,neutro,2024-11-07
2024-11-07,116,40,5,negativo,2024-11-07
2024-11-08,417,125,7,neutro,2024-11-08
2024-11-08,173,34,11,positivo,2024-11-08
2024-11-08,111,40,5,negativo,2024-11-08
2024-11-09,113,45,5,negativo,2024-11-09
2024-11-09,372,122,6,neutro,2024-11-09
2024-11-09,173,27,10,positivo,2024-11-09
2024-11-10,122,48,5,negativo,2024-11-10
2024-11-10,360,120,5,neutro,2024-11-10
2024-11-10,190,31,11,positivo,2024-11-10
2024-11-11,127,50,6,negativo,2024-11-11
2024-11-11,370,120,10,neutro,2024-11-11
2024-11-11,177,31,14,positivo,2024-11-11
2024-11-12,121,41,7,negativo,2024-11-12
2024-11-12,418,131,9,neutro,2024-11-12
2024-11-12,188,30,13,positivo,2024-11-12
2024-11-13,159,30,15,positivo,2024-11-13
2024-11-13,138,37,7,negativo,2024-11-13
2024-11-13,374,124,11,neutro,2024-11-13
2024-11-14,361,127,6,neutro,2024-11-14
2024-11-14,120,25,10,positivo,2024-11-14
2024-11-14,98,42,6,negativo,2024-11-14
2024-11-15,376,127,7,neutro,2024-11-15
2024-11-15,72,37,5,negativo,2024-11-15
2024-11-15,167,31,14,positivo,2024-11-15
2024-11-16,151,24,13,positivo,2024-11-16
2024-11-16,105,39,5,negativo,2024-11-16
2024-11-16,372,124,7,neutro,2024-11-16
2024-11-17,141,26,14,positivo,2024-11-17
2024-11-17,93,35,5,negativo,2024-11-17
2024-11-17,385,127,8,neutro,2024-11-17
2024-11-18,390,130,6,neutro,2024-11-18
2024-11-18,137,40,5,negativo,2024-11-18
2024-11-18,160,31,15,positivo,2024-11-18
2024-11-19,379,123,6,neutro,2024-11-19
2024-11-19,108,24,10,positivo,2024-11-19
2024-11-19,108,33,6,negativo,2024-11-19
2024-11-20,396,126,7,neutro,2024-11-20
2024-11-20,133,30,12,positivo,2024-11-20
2024-11-20,106,34,6,negativo,2024-11-20
2024-11-21,101,24,10,positivo,2024-11-21
2024-11-21,97,42,6,negativo,2024-11-21
2024-11-21,384,128,9,neutro,2024-11-21
2024-11-22,392,126,6,neutro,2024-11-22
2024-11-22,81,30,6,negativo,2024-11-22
2024-11-22,207,40,11,positivo,2024-11-22
2024-11-23,100,47,6,negativo,2024-11-23
2024-11-23,1587,76,11,positivo,2024-11-23
2024-11-23,391,123,7,neutro,2024-11-23
2024-11-24,120,36,6,negativo,2024-11-24
2024-11-24,1105,69,9,positivo,2024-11-24
2024-11-24,381,130,6,neutro,2024-11-24
2024-11-25,409,127,5,neutro,2024-11-25
2024-11-25,123,30,12,positivo,2024-11-25
2024-11-25,143,42,4,negativo,2024-11-25
2024-11-26,113,22,8,positivo,2024-11-26
2024-11-26,387,129,8,neutro,2024-11-26
2024-11-26,110,37,5,negativo,2024-11-26
2024-11-27,122,27,11,positivo,2024-11-27
2024-11-27,397,129,6,neutro,2024-11-27
2024-11-27,77,26,4,negativo,2024-11-27
2024-11-28,84,22,11,positivo,2024-11-28
2024-11-28,361,128,4,neutro,2024-11-28
2024-11-28,63,25,4,negativo,2024-11-28
2024-11-29,359,126,7,neutro,2024-11-29
2024-11-29,111,24,11,positivo,2024-11-29
2024-11-29,69,31,6,negativo,2024-11-29
2024-11-30,81,25,6,negativo,2024-11-30
2024-11-30,327,122,4,neutro,2024-11-30
2024-11-30,102,23,7,positivo,2024-11-30
2024-12-01,99,35,2,negativo,2024-12-01
2024-12-01,118,23,9,positivo,2024-12-01
2024-12-01,369,128,6,neutro,2024-12-01
2024-12-02,124,36,4,negativo,2024-12-02
2024-12-02,414,125,7,neutro,2024-12-02
2024-12-02,104,21,12,positivo,2024-12-02
2024-12-03,369,121,9,neutro,2024-12-03
2024-12-03,88,25,6,positivo,2024-12-03
2024-12-03,83,31,4,negativo,2024-12-03
2024-12-04,348,122,6,neutro,2024-12-04
2024-12-04,99,22,9,positivo,2024-12-04
2024-12-04,70,22,3,negativo,2024-12-04
2024-12-05,379,131,7,neutro,2024-12-05
2024-12-05,80,22,8,positivo,2024-12-05
2024-12-05,68,24,4,negativo,2024-12-05
2024-12-06,69,23,6,negativo,2024-12-06
2024-12-06,91,26,10,positivo,2024-12-06
2024-12-06,342,121,6,neutro,2024-12-06
2024-12-07,94,23,10,positivo,2024-12-07
2024-12-07,84,34,5,negativo,2024-12-07
2024-12-07,386,126,7,neutro,2024-12-07
2024-12-08,110,36,4,negativo,2024-12-08
2024-12-08,112,25,13,positivo,2024-12-08
2024-12-08,356,123,7,neutro,2024-12-08
2024-12-09,152,51,6,negativo,2024-12-09
2024-12-09,100,23,8,positivo,2024-12-09
2024-12-09,371,127,10,neutro,2024-12-09
2024-12-10,117,38,3,negativo,2024-12-10
2024-12-10,65,19,10,positivo,2024-12-10
2024-12-10,377,120,7,neutro,2024-12-10
2024-12-11,399,126,5,neutro,2024-12-11
2024-12-11,73,29,4,negativo,2024-12-11
2024-12-11,95,29,13,positivo,2024-12-11
2024-12-12,374,120,7,neutro,2024-12-12
2024-12-12,66,25,3,negativo,2024-12-12
2024-12-12,75,20,7,positivo,2024-12-12
2024-12-13,437,134,8,neutro,2024-12-13
2024-12-13,71,20,8,positivo,2024-12-13
2024-12-13,58,22,4,negativo,2024-12-13
2024-12-14,66,19,11,positivo,2024-12-14
2024-12-14,65,28,4,negativo,2024-12-14
2024-12-14,392,129,5,neutro,2024-12-14
2024-12-15,84,24,9,positivo,2024-12-15
2024-12-15,101,40,4,negativo,2024-12-15
2024-12-15,366,123,4,neutro,2024-12-15
2024-12-16,102,25,11,positivo,2024-12-16
2024-12-16,111,39,5,negativo,2024-12-16
2024-12-16,420,130,4,neutro,2024-12-16
2024-12-17,89,26,8,positivo,2024-12-17
2024-12-17,85,29,6,negativo,2024-12-17
2024-12-17,378,124,6,neutro,2024-12-17
2024-12-18,67,19,8,positivo,2024-12-18
2024-12-18,404,125,6,neutro,2024-12-18
2024-12-18,65,27,4,negativo,2024-12-18
2024-12-19,418,132,4,neutro,2024-12-19
2024-12-19,78,23,10,positivo,2024-12-19
2024-12-19,80,33,4,negativo,2024-12-19
2024-12-20,405,126,7,neutro,2024-12-20
2024-12-20,72,21,11,positivo,2024-12-20
2024-12-20,48,23,3,negativo,2024-12-20
2024-12-21,362,132,4,neutro,2024-12-21
2024-12-21,67,18,8,positivo,2024-12-21
2024-12-21,48,21,2,negativo,2024-12-21
2024-12-22,387,130,6,neutro,2024-12-22
2024-12-22,188,42,9,positivo,2024-12-22
2024-12-22,70,40,3,negativo,2024-12-22
2024-12-23,1261,78,9,positivo,2024-12-23
2024-12-23,131,41,4,negativo,2024-12-23
2024-12-23,388,126,7,neutro,2024-12-23
2024-12-24,85,35,3,negativo,2024-12-24
2024-12-24,367,116,5,neutro,2024-12-24
2024-12-24,983,63,9,positivo,2024-12-24
2024-12-25,103,51,6,negativo,2024-12-25
2024-12-25,383,119,6,neutro,2024-12-25
2024-12-25,94,26,10,positivo,2024-12-25
2024-12-26,97,45,5,negativo,2024-12-26
2024-12-26,360,123,6,neutro,2024-12-26
2024-12-26,93,23,11,positivo,2024-12-26
2024-12-27,86,36,3,negativo,2024-12-27
2024-12-27,367,124,8,neutro,2024-12-27
2024-12-27,128,27,10,positivo,2024-12-27
2024-12-28,371,119,6,neutro,2024-12-28
2024-12-28,161,35,10,positivo,2024-12-28
2024-12-28,101,48,5,negativo,2024-12-28
2024-12-29,164,33,12,positivo,2024-12-29
2024-12-29,155,66,6,negativo,2024-12-29
2024-12-29,367,126,7,neutro,2024-12-29
2024-12-30,166,33,13,positivo,2024-12-30
2024-12-30,184,70,5,negativo,2024-12-30
2024-12-30,360,122,9,neutro,2024-12-30
2024-12-31,165,35,8,positivo,2024-12-31
2024-12-31,146,56,7,negativo,2024-12-31
2024-12-31,394,121,8,neutro,2024-12-31
2025-01-01,162,27,11,positivo,2025-01-01
2025-01-01,155,59,4,negativo,2025-01-01
2025-01-01,408,123,7,neutro,2025-01-01
2025-01-02,140,57,6,negativo,2025-01-02
2025-01-02,393,129,6,neutro,2025-01-02
2025-01-02,116,26,11,positivo,2025-01-02
2025-01-03,390,129,8,neutro,2025-01-03
2025-01-03,149,25,11,positivo,2025-01-03
2025-01-03,145,46,7,negativo,2025-01-03
2025-01-04,437,133,8,neutro,2025-01-04
2025-01-04,167,31,15,positivo,2025-01-04
2025-01-04,164,60,9,negativo,2025-01-04
2025-01-05,402,128,7,neutro,2025-01-05
2025-01-05,167,31,12,positivo,2025-01-05
2025-01-05,169,62,8,negativo,2025-01-05
2025-01-06,383,119,8,neutro,2025-01-06
2025-01-06,160,29,13,positivo,2025-01-06
2025-01-06,173,60,6,negativo,2025-01-06
2025-01-07,426,133,7,neutro,2025-01-07
2025-01-07,167,64,9,negativo,2025-01-07
2025-01-07,133,25,13,positivo,2025-01-07
2025-01-08,114,44,5,negativo,2025-01-08
2025-01-08,390,126,7,neutro,2025-01-08
2025-01-08,92,24,11,positivo,2025-01-08
2025-01-09,72,31,4,negativo,2025-01-09
2025-01-09,374,132,7,neutro,2025-01-09
2025-01-09,108,24,10,positivo,2025-01-09
2025-01-10,81,39,3,negativo,2025-01-10
2025-01-10,344,128,6,neutro,2025-01-10
2025-01-10,86,20,10,positivo,2025-01-10
2025-01-11,85,40,5,negativo,2025-01-11
2025-01-11,397,123,8,neutro,2025-01-11
2025-01-11,88,24,9,positivo,2025-01-11
2025-01-12,353,116,5,neutro,2025-01-12
2025-01-12,129,28,10,positivo,2025-01-12
2025-01-12,86,36,6,negativo,2025-01-12
2025-01-13,112,29,8,positivo,2025-01-13
2025-01-13,96,49,5,negativo,2025-01-13
2025-01-13,385,122,7,neutro,2025-01-13
2025-01-14,118,27,9,positivo,2025-01-14
2025-01-14,102,46,6,negativo,2025-01-14
2025-01-14,370,125,4,neutro,2025-01-14
2025-01-15,77,24,12,positivo,2025-01-15
2025-01-15,67,36,4,negativo,2025-01-15
2025-01-15,364,124,5,neutro,2025-01-15
2025-01-16,78,23,6,positivo,2025-01-16
2025-01-16,366,120,5,neutro,2025-01-16
2025-01-16,75,38,4,negativo,2025-01-16
2025-01-17,385,124,9,neutro,2025-01-17
2025-01-17,87,24,11,positivo,2025-01-17
2025-01-17,61,23,4,negativo,2025-01-17
2025-01-18,382,122,5,neutro,2025-01-18
2025-01-18,85,24,9,positivo,2025-01-18
2025-01-18,53,21,5,negativo,2025-01-18
2025-01-19,368,130,5,neutro,2025-01-19
2025-01-19,97,22,13,positivo,2025-01-19
2025-01-19,97,40,5,negativo,2025-01-19
2025-01-20,122,27,11,positivo,2025-01-20
2025-01-20,97,42,5,negativo,2025-01-20
2025-01-20,389,127,7,neutro,2025-01-20
2025-01-21,67,28,4,negativo,2025-01-21
2025-01-21,397,130,5,neutro,2025-01-21
2025-01-21,109,26,15,positivo,2025-01-21
2025-01-22,73,34,3,negativo,2025-01-22
2025-01-22,363,122,4,neutro,2025-01-22
2025-01-22,195,43,11,positivo,2025-01-22
2025-01-23,98,44,2,negativo,2025-01-23
2025-01-23,379,123,6,neutro,2025-01-23
2025-01-23,1388,75,11,positivo,2025-01-23
2025-01-24,66,33,5,negativo,2025-01-24
2025-01-24,1305,70,13,positivo,2025-01-24
2025-01-24,390,127,8,neutro,2025-01-24
2025-01-25,78,23,10,positivo,2025-01-25
2025-01-25,61,23,6,negativo,2025-01-25
2025-01-25,373,122,4,neutro,2025-01-25
2025-01-26,103,27,14,positivo,2025-01-26
2025-01-26,83,37,6,negativo,2025-01-26
2025-01-26,370,124,8,neutro,2025-01-26
2025-01-27,108,26,9,positivo,2025-01-27
2025-01-27,122,43,4,negativo,2025-01-27
2025-01-27,359,125,5,neutro,2025-01-27
2025-01-28,383,122,4,neutro,2025-01-28
2025-01-28,81,24,9,positivo,2025-01-28
2025-01-28,110,41,4,negativo,2025-01-28
2025-01-29,68,31,5,negativo,2025-01-29
2025-01-29,371,120,6,neutro,2025-01-29
2025-01-29,84,27,6,positivo,2025-01-29
2025-01-30,61,22,9,positivo,2025-01-30
2025-01-30,75,26,5,negativo,2025-01-30
2025-01-30,376,120,5,neutro,2025-01-30
2025-01-31,384,126,5,neutro,2025-01-31
2025-01-31,61,29,4,negativo,2025-01-31
2025-01-31,74,20,10,positivo,2025-01-31
2025-02-01,91,20,11,positivo,2025-02-01
2025-02-01,352,122,5,neutro,2025-02-01
2025-02-01,60,24,3,negativo,2025-02-01
2025-02-02,97,24,12,positivo,2025-02-02
2025-02-02,344,121,5,neutro,2025-02-02
2025-02-02,83,32,4,negativo,2025-02-02
2025-02-03,93,27,12,positivo,2025-02-03
2025-02-03,385,122,7,neutro,2025-02-03
2025-02-03,74,29,3,negativo,2025-02-03
2025-02-04,78,38,4,negativo,2025-02-04
2025-02-04,375,131,4,neutro,2025-02-04
2025-02-04,77,23,9,positivo,2025-02-04
2025-02-05,65,33,3,negativo,2025-02-05
2025-02-05,84,26,9,positivo,2025-02-05
2025-02-05,352,128,6,neutro,2025-02-05
2025-02-06,335,123,5,neutro,2025-02-06
2025-02-06,68,20,11,positivo,2025-02-06
2025-02-06,48,25,3,negativo,2025-02-06
2025-02-07,367,124,7,neutro,2025-02-07
2025-02-07,88,27,9,positivo,2025-02-07
2025-02-07,55,26,5,negativo,2025-02-07
2025-02-08,374,124,8,neutro,2025-02-08
2025-02-08,59,21,9,positivo,2025-02-08
2025-02-08,50,23,2,negativo,2025-02-08
2025-02-09,80,33,5,negativo,2025-02-09
2025-02-09,116,27,12,positivo,2025-02-09
2025-02-09,387,126,6,neutro,2025-02-09
2025-02-10,108,25,10,positivo,2025-02-10
2025-02-10,400,133,6,neutro,2025-02-10
2025-02-10,102,33,4,negativo,2025-02-10
2025-02-11,86,26,9,positivo,2025-02-11
2025-02-11,78,40,6,negativo,2025-02-11
2025-02-11,361,124,5,neutro,2025-02-11
2025-02-12,57,32,2,negativo,2025-02-12
2025-02-12,338,122,7,neutro,2025-02-12
2025-02-12,86,24,10,positivo,2025-02-12
2025-02-13,57,26,3,negativo,2025-02-13
2025-02-13,364,120,6,neutro,2025-02-13
2025-02-13,77,20,11,positivo,2025-02-13
2025-02-14,400,128,5,neutro,2025-02-14
2025-02-14,103,22,13,positivo,2025-02-14
2025-02-14,70,28,5,negativo,2025-02-14
2025-02-15,103,27,10,positivo,2025-02-15
2025-02-15,390,128,7,neutro,2025-02-15
2025-02-15,70,30,4,negativo,2025-02-15
2025-02-16,151,29,12,positivo,2025-02-16
2025-02-16,389,124,5,neutro,2025-02-16
2025-02-16,114,41,5,negativo,2025-02-16
2025-02-17,376,129,6,neutro,2025-02-17
2025-02-17,136,48,6,negativo,2025-02-17
2025-02-17,131,32,9,positivo,2025-02-17
2025-02-18,91,25,5,negativo,2025-02-18
2025-02-18,388,126,4,neutro,2025-02-18
2025-02-18,108,27,12,positivo,2025-02-18
2025-02-19,105,38,5,negativo,2025-02-19
2025-02-19,374,132,5,neutro,2025-02-19
2025-02-19,115,22,14,positivo,2025-02-19
2025-02-20,84,36,4,negativo,2025-02-20
2025-02-20,360,127,6,neutro,2025-02-20
2025-02-20,115,28,12,positivo,2025-02-20
2025-02-21,111,40,6,negativo,2025-02-21
2025-02-21,143,31,10,positivo,2025-02-21
2025-02-21,398,128,8,neutro,2025-02-21
2025-02-22,393,128,10,neutro,2025-02-22
2025-02-22,284,39,10,positivo,2025-02-22
2025-02-22,100,39,4,negativo,2025-02-22
2025-02-23,392,129,7,neutro,2025-02-23
2025-02-23,1678,77,13,positivo,2025-02-23
2025-02-23,144,56,4,negativo,2025-02-23
2025-02-24,1087,68,17,positivo,2025-02-24
2025-02-24,390,129,5,neutro,2025-02-24
2025-02-24,165,58,8,negativo,2025-02-24
2025-02-25,107,23,11,positivo,2025-02-25
2025-02-25,69,32,6,negativo,2025-02-25
2025-02-25,382,120,7,neutro,2025-02-25
2025-02-26,124,26,11,positivo,2025-02-26
2025-02-26,93,37,3,negativo,2025-02-26
2025-02-26,412,131,7,neutro,2025-02-26
2025-02-27,117,30,13,positivo,2025-02-27
2025-02-27,92,38,4,negativo,2025-02-27
2025-02-27,385,127,5,neutro,2025-02-27
2025-02-28,133,22,14,positivo,2025-02-28
2025-02-28,92,36,6,negativo,2025-02-28
2025-02-28,402,125,8,neutro,2025-02-28
2025-03-01,401,125,7,neutro,2025-03-01
2025-03-01,139,32,11,positivo,2025-03-01
2025-03-01,82,34,2,negativo,2025-03-01
2025-03-02,111,27,10,positivo,2025-03-02
2025-03-02,366,121,5,neutro,2025-03-02
2025-03-02,129,58,4,negativo,2025-03-02
2025-03-03,147,56,4,negativo,2025-03-03
2025-03-03,121,29,10,positivo,2025-03-03
2025-03-03,382,116,9,neutro,2025-03-03
2025-03-04,132,47,5,negativo,2025-03-04
2025-03-04,105,28,10,positivo,2025-03-04
2025-03-04,355,123,9,neutro,2025-03-04
2025-03-05,102,49,6,negativo,2025-03-05
2025-03-05,121,27,16,positivo,2025-03-05
2025-03-05,367,121,9,neutro,2025-03-05
2025-03-06,98,46,5,negativo,2025-03-06
2025-03-06,103,18,13,positivo,2025-03-06
2025-03-06,394,129,4,neutro,2025-03-06
2025-03-07,394,127,6,neutro,2025-03-07
2025-03-07,89,41,8,negativo,2025-03-07
2025-03-07,122,27,10,positivo,2025-03-07
2025-03-08,105,26,10,positivo,2025-03-08
2025-03-08,394,121,7,neutro,2025-03-08
2025-03-08,105,38,7,negativo,2025-03-08
2025-03-09,134,30,13,positivo,2025-03-09
2025-03-09,388,130,7,neutro,2025-03-09
2025-03-09,121,43,7,negativo,2025-03-09
2025-03-10,125,55,6,negativo,2025-03-10
2025-03-10,136,27,9,positivo,2025-03-10
2025-03-10,385,129,6,neutro,2025-03-10
2025-03-11,381,128,7,neutro,2025-03-11
2025-03-11,108,35,4,negativo,2025-03-11
2025-03-11,129,26,12,positivo,2025-03-11
2025-03-12,89,41,4,negativo,2025-03-12
2025-03-12,131,32,10,positivo,2025-03-12
2025-03-12,359,120,6,neutro,2025-03-12
2025-03-13,89,35,5,negativo,2025-03-13
2025-03-13,125,25,12,positivo,2025-03-13
2025-03-13,375,120,4,neutro,2025-03-13
2025-03-14,109,29,13,positivo,2025-03-14
2025-03-14,372,125,4,neutro,2025-03-14
2025-03-14,93,43,5,negativo,2025-03-14
2025-03-15,139,31,11,positivo,2025-03-15
2025-03-15,378,125,6,neutro,2025-03-15
2025-03-15,82,34,7,negativo,2025-03-15
2025-03-16,155,31,11,positivo,2025-03-16
2025-03-16,112,41,5,negativo,2025-03-16
2025-03-16,375,127,8,neutro,2025-03-16
2025-03-17,374,129,7,neutro,2025-03-17
2025-03-17,135,27,11,positivo,2025-03-17
2025-03-17,139,54,6,negativo,2025-03-17
2025-03-18,375,124,7,neutro,2025-03-18
2025-03-18,149,30,13,positivo,2025-03-18
2025-03-18,116,42,6,negativo,2025-03-18
2025-03-19,384,126,8,neutro,2025-03-19
2025-03-19,127,29,11,positivo,2025-03-19
2025-03-19,104,48,4,negativo,2025-03-19
2025-03-20,391,123,5,neutro,2025-03-20
